symboling normalized-losses MAKE_ultra_luxury MAKE_luxury MAKE_US_low_clas MAKE_JAP MAKE_EU_high_class FUEL_diesel FUEL_gas ASPIRATION_stnd ASPIRATION_turbo num_of_doors BODY_hardtop BODY_wagon BODY_sedan BODY_hatch BODY_conv DRIVE_4wd DRIVE_fwd DRIVE_RWD wheel-base length width heigh curb-weight ENGINE_dohc ENGINE_ohc ENGINE_ohcf ENGINE_ohcv ENGINE_1 cylinders engine-size FUEL_SYS_1bbl FUEL_SYS_2bbl FUEL_SYS_idi FUEL_SYS_mfi FUEL_SYS_mpfi FUEL_SYS_spdi bore stroke compression-ratio horsepower peak-rpm city-mpg highway-mpg !PRICE
0 91 0 0 0 1 0 0 1 1 0 4 0 0 1 0 0 0 1 0 95.70 166.30 64.40 52.80 2140 0 1 0 0 0 4 98 0 1 0 0 0 0 3.19 3.03 9.00 70 4800 28 34 9258
1 168 0 0 0 1 0 0 1 1 0 2 0 0 1 0 0 0 0 1 94.50 168.70 64.00 52.60 2169 0 1 0 0 0 4 98 0 1 0 0 0 0 3.19 3.03 9.00 70 4800 29 34 8058
1 168 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 94.50 168.70 64.00 52.60 2204 0 1 0 0 0 4 98 0 1 0 0 0 0 3.19 3.03 9.00 70 4800 29 34 8238
1 168 0 0 0 1 0 0 1 1 0 2 0 0 1 0 0 0 0 1 94.50 168.70 64.00 52.60 2265 1 0 0 0 0 4 98 0 0 0 0 1 0 3.24 3.08 9.40 112 6600 26 29 9298
1 168 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 94.50 168.70 64.00 52.60 2300 1 0 0 0 0 4 98 0 0 0 0 1 0 3.24 3.08 9.40 112 6600 26 29 9538
2 134 0 0 0 1 0 0 1 1 0 2 1 0 0 0 0 0 0 1 98.40 176.20 65.60 52.00 2540 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 8449
2 134 0 0 0 1 0 0 1 1 0 2 1 0 0 0 0 0 0 1 98.40 176.20 65.60 52.00 2536 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 9639
2 134 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 98.40 176.20 65.60 52.00 2551 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 9989
2 134 0 0 0 1 0 0 1 1 0 2 1 0 0 0 0 0 0 1 98.40 176.20 65.60 52.00 2679 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 11199
2 134 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 98.40 176.20 65.60 52.00 2714 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 11549
2 134 0 0 0 1 0 0 1 1 0 2 0 0 0 0 1 0 0 1 98.40 176.20 65.60 53.00 2975 0 1 0 0 0 4 146 0 0 0 0 1 0 3.62 3.50 9.30 116 4800 24 30 17669
-1 65 0 0 0 1 0 0 1 1 0 4 0 0 1 0 0 0 1 0 102.40 175.60 66.50 54.90 2326 0 1 0 0 0 4 122 0 0 0 0 1 0 3.31 3.54 8.70 92 4200 29 34 8948
-1 65 0 0 0 1 0 1 0 0 1 4 0 0 1 0 0 0 1 0 102.40 175.60 66.50 54.90 2480 0 1 0 0 0 4 110 0 0 1 0 0 0 3.27 3.35 22.50 73 4500 30 33 10698
-1 65 0 0 0 1 0 0 1 1 0 4 0 0 0 1 0 0 1 0 102.40 175.60 66.50 53.90 2414 0 1 0 0 0 4 122 0 0 0 0 1 0 3.31 3.54 8.70 92 4200 27 32 9988
-1 65 0 0 0 1 0 0 1 1 0 4 0 0 1 0 0 0 1 0 102.40 175.60 66.50 54.90 2414 0 1 0 0 0 4 122 0 0 0 0 1 0 3.31 3.54 8.70 92 4200 27 32 10898
-1 65 0 0 0 1 0 0 1 1 0 4 0 0 0 1 0 0 1 0 102.40 175.60 66.50 53.90 2458 0 1 0 0 0 4 122 0 0 0 0 1 0 3.31 3.54 8.70 92 4200 27 32 11248
3 197 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 102.90 183.50 67.70 52.00 2976 1 0 0 0 0 6 171 0 0 0 0 1 0 3.27 3.35 9.30 161 5200 20 24 16558
3 197 0 0 0 1 0 0 1 1 0 2 0 0 0 1 0 0 0 1 102.90 183.50 67.70 52.00 3016 1 0 0 0 0 6 171 0 0 0 0 1 0 3.27 3.35 9.30 161 5200 19 24 15998
-1 90 0 0 0 1 0 0 1 1 0 4 0 0 1 0 0 0 0 1 104.50 187.80 66.50 54.10 3131 1 0 0 0 0 6 171 0 0 0 0 1 0 3.27 3.35 9.20 156 5200 20 24 15690
2 122 0 0 0 0 1 1 0 1 0 2 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2261 0 1 0 0 0 4 97 0 0 1 0 0 0 3.01 3.40 23.00 52 4800 37 46 7775
2 122 0 0 0 0 1 0 1 1 0 2 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2209 0 1 0 0 0 4 109 0 0 0 0 1 0 3.19 3.40 9.00 85 5250 27 34 7975
2 94 0 0 0 0 1 1 0 1 0 4 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2264 0 1 0 0 0 4 97 0 0 1 0 0 0 3.01 3.40 23.00 52 4800 37 46 7995
2 94 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2212 0 1 0 0 0 4 109 0 0 0 0 1 0 3.19 3.40 9.00 85 5250 27 34 8195
2 94 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2275 0 1 0 0 0 4 109 0 0 0 0 1 0 3.19 3.40 9.00 85 5250 27 34 8495
2 94 0 0 0 0 1 1 0 0 1 4 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2319 0 1 0 0 0 4 97 0 0 1 0 0 0 3.01 3.40 23.00 68 4500 37 42 9495
2 94 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 1 0 97.30 171.70 65.50 55.70 2300 0 1 0 0 0 4 109 0 0 0 0 1 0 3.19 3.40 10.00 100 5500 26 32 9995
3 256 0 0 0 0 1 0 1 1 0 2 0 0 0 1 0 0 1 0 94.50 165.70 64.00 51.40 2221 0 1 0 0 0 4 109 0 0 0 0 1 0 3.19 3.40 8.50 90 5500 24 29 9980
-2 103 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 0 1 104.30 188.80 67.20 56.20 2912 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 23 28 12940
-1 74 0 0 0 0 1 0 1 1 0 4 0 1 0 0 0 0 0 1 104.30 188.80 67.20 57.50 3034 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 23 28 13415
-2 103 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 0 1 104.30 188.80 67.20 56.20 2935 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 24 28 15985
-1 74 0 0 0 0 1 0 1 1 0 4 0 1 0 0 0 0 0 1 104.30 188.80 67.20 57.50 3042 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 24 28 16515
-2 103 0 0 0 0 1 0 1 0 1 4 0 0 1 0 0 0 0 1 104.30 188.80 67.20 56.20 3045 0 1 0 0 0 4 130 0 0 0 0 1 0 3.62 3.15 7.50 162 5100 17 22 18420
-1 74 0 0 0 0 1 0 1 0 1 4 0 1 0 0 0 0 0 1 104.30 188.80 67.20 57.50 3157 0 1 0 0 0 4 130 0 0 0 0 1 0 3.62 3.15 7.50 162 5100 17 22 18950
-1 95 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 0 1 109.10 188.80 68.90 55.50 2952 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 23 28 16845
-1 95 0 0 0 0 1 0 1 0 1 4 0 0 1 0 0 0 0 1 109.10 188.80 68.80 55.50 3049 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 8.70 160 5300 19 25 19045
-1 95 0 0 0 0 1 0 1 1 0 4 0 0 1 0 0 0 0 1 109.10 188.80 68.90 55.50 3012 0 0 0 1 0 6 173 0 0 0 0 1 0 3.58 2.87 8.80 134 5500 18 23 21485
-1 95 0 0 0 0 1 1 0 0 1 4 0 0 1 0 0 0 0 1 109.10 188.80 68.90 55.50 3217 0 1 0 0 0 6 145 0 0 1 0 0 0 3.01 3.40 23.00 106 4800 26 27 22470
-1 95 0 0 0 0 1 0 1 0 1 4 0 0 1 0 0 0 0 1 109.10 188.80 68.90 55.50 3062 0 1 0 0 0 4 141 0 0 0 0 1 0 3.78 3.15 9.50 114 5400 19 25 22625
